Emotion,Text
neutral,මම අලුත් ට්විටර්ෆෝන් යාවත්කාලීනය බාගත කළේ ඔවුන් අලුත් ට්වීට් සඳහා ටයිප් කිරීමේ ගැටලුව විසඳනවා කියලා හිතාගෙන නමුත් නැහැ ඔවුන් එසේ කළේ නැහැ
love,මුදල් ආපසු ගෙවීමක් නැත නමුත් ඔවුන් ගිණුම් ලබා ගන්නවා සතියක් වගේ ගත වෙනවා සොරා හැක් භාවිතා කරන්නේ නැහැ කියලා බලාපොරොත්තු වෙනවා නැත්නම් එය ස්ථිරයි
surprise,මගේ අම්මලා ඡන්දය දීම නවත්තලා කෙටි කාලයක් දිනන්නේ නැති එක ගැන මට දැනෙන්න සලස්වන්න හදනවා
sadness,අනේ එක විනාඩියක්වත් පරක්කු නැහැ ඕ හොඳයි
hate,කමක් නැහැ මේක බේරගන්න බැරි දෙයක් කියලා මම හිතනවා
empty,ඒක මාව අවුස්සනවා එරිකාට පස්සෙන් එන්න දෙන්නෙත් නෑ
boredom,ඒක මම කියලා එයා දැනගෙන හිටියේ නැහැ
neutral,ඒක ඉවර වෙන්න ඕන නෑ
surprise,ගෙදර එන්න
happiness,කවුරුත් ඒක අල්ලගෙන හිටියේ නෑ කියලා හිතුවේ නෑ
neutral,ඇත්තටම නිදිමත නැහැ කම්මැලියි කියන එක තමයි නිවැරදි වචනය නැවතත් වැඩි වැඩක් නැහැ
neutral,හූස්ටන් ටිකට්පත් තියෙන කෙනෙක් එක්ක අපිට හුවමාරු කරගන්න ඕන නමුත් කවුරුත් එහෙම කරන්නේ නැහැ
neutral,මට කේක් කෑල්ල අමතක වුණු නිසා ආපහු ගෙදර යනවා
worry,නිදාගන්න යනවා සාමකාමී නැහැ
surprise,මට ගන්න වෙලාවක් නැහැ මට අලුත් බයින්ඩර් එකක් ඕනේ
empty,මම දැන් මගේ මාපටැඟිලි ඇඹරෙනවා
sadness,නෑ නයිට් ඒක පැය ගණනක් ගෙවිලා ගිහින් තියෙනවා
sadness,ගර්භනී කාන්තාවන් දුම්පානය කරනවා දකිනකොට මට ඒක හරිම වගකීම් විරහිතයි ආත්මාර්ථකාමීයි ඒක හොඳයි අන්තිමේදී බබා තමයි දුක් විඳින්නේ
worry,ඒක පිස්සුවක්
neutral,ඒක ගල් සීතලයි පිස්සුවක්
love,හහහා අනිත් අය මට ගායනා කළොත් ඒක භයානක නැහැ ඒක වැඩ කරන්න පුළුවන් කියලා මට විශ්වාසයි
fun,මට නිදාගන්න ඕනේ නමුත් මට මහන්සිත් නෑ
sadness,ඩොක්ස් බෙහෙත් වට්ටෝරු වැඩ කරන්නේ නෑ කියලා
neutral,ම්ම් ඔව් ඒක මටම හොඳ සටහනක් වෙන්න ඇති මොකද ඊඊ මිල අධිකයි
surprise,ම්ම් ඔව් ඒක මටම හොඳ සටහනක් වෙන්න ඇති මොකද ඊඊ
worry,මම හිතන්නේ ඒක සිසිල් වෙලා කියලා හහ් ඒක මෙතන නැහැ තාත්තයි තාත්තයි දවල් ඉඳන් දහවල් ඉඳන් මම දහඩිය දානවා නවත්තලා නැහැ මම බඩු පැක් කර කර හිටියා
worry,ඉතින් මම හිතන්නේ මගේ පුතාට උණ ඇති වෙන්න ඇති මොකද මම දැන් කුණු වමනයක් පිරිසිදු කළා දුප්පත් පම්ක්පින්
neutral,අනේ ඔයාට රහස ගැන කියන්න බෑ
worry,අද මම ගෙදර ඉන්නවා මට ෆිල්ම් බලන්න බෑ
worry,සිකුරාදා නයිට් ලයිට් වල පළවෙනි සීසන් එකේ පයිලට් එක හරහා යන්න හදනවා දෙයියනේ දෙවියනේ ටිෂූ එක පාස් කරන්න
worry,ඊව්ව් අකමැතියි
boredom,අනුමාන කරන්න බෑ කෙල්ලේ මම තාමත් ජිම් එකේ ඉන්නවා උදේ පාන්දර වැඩ කරනවා
happiness,හිලින් එක්ක කාමරේ ඉන්න අයට සොම්බි ක්ලවුන් සීආර් එනකම් ඉන්න බෑ සති ගානක් යයි
worry,කවුරුත් ඒක අල්ලගෙන හිටියේ නැහැ
relief,මම ගිටාර් වලට ආදරෙයි ඒවා වාදනය කරනවා මම හොඳ නම් ඒවා විශිෂ්ටයි කියලා මම හිතනවා
hate,මම යනවා
worry,ම්ම් ඔව් ඒක මටම හොඳ සටහනක් වෙන්න ඇති මොකද ඊඊඊඊඊ
hate,දෙවියනේ මට නිදාගන්න ඕන
sadness,කමක් නෑ කමක් නෑ
surprise,කේක් කෑල්ල අමතක වෙලා ගෙදර යනවා
neutral,අනේ කමක් නෑ මේක ගොඩගන්න බෑ කියලා මම හිතනවා
sadness,ඇත්තටම නිදිමත නැහැ කම්මැලියි කියන එක තමයි හරි වචනය
sadness,ඩොක්ස් බෙහෙත් වට්ටෝරු වැඩ කරන්නේ නෑ කියලා
love,ඇත්තටම නිදිමත නැහැ කම්මැලියි කියන එක තමයි නිවැරදි වචනය නැවතත් එතරම් වැඩක් නැහැ
worry,මම වූඩූ ගමේ කොටසේ කෝප් එකේ අන්තිම කොටස් වෙනකම් සෙල්ලම් කළා මගේ සුපුරුදු සහකරු නැති වෙනකම්
neutral,නයිට් එන්න පැය ගණනක් ගත වී ඇත
sadness,ගර්භනී කාන්තාවන් දුම්පානය කරනවා දකිනකොට මට වෛරයි
worry,ගුවන් සේවා ඉතා දුර්වලයි
neutral,මට කවදාවත් එපා කියන්න බෑ
worry,රැට් රොක්ඩ් නැෂ්විල් ටොනිට් එක දෙයක් නරක නැහැ ඒගොල්ලන්ට තාමත් විනෝදජනක සංදර්ශනයක් තියෙනවා පර්සි ඒ හොට් බැට් බෝයි පෙනුම
