cleaned_content,sentiment
hates that my ac doesnt work its so hot,hate
yay you should do it just think about the animals and its not as hard,fun
haha nice now i need an iphone,worry
anyone with big fingers but ive loved it,love
i wish i could meet you once do u think this will happen someday,enthusiasm
omg hollie steel in bgt i felt for her so much its not easy singing in front of so many people,love
bahaha bof youve gotta get a life although i cant say much with my obsession with miley cyrus ive gotta get a life,surprise
omg shut up sorry still venting at that person whos annoying me its none of you i swear,hate
that was a parking meter not a streetlight wasnt it,empty
just one part of a very odd trip you travel for months you see some weirdness loved perth though,worry
for the record john mayer is freaking cool,surprise
saw it toohmmm shes sexy nice twins,surprise
just found out my parents are putting down my dog tomorrow morning upset,anger
i would but its like or miles gas prices are crazy im doing alpine next summer most def,neutral
haha no i was referring to the band,fun
lost a battle with the couchphone has been blowing up,empty
yum just had a mickeyds eggmcmuffin mcyum,neutral
fall out boy are in my year book but only,fun
back at work,relief
we dont really offer that service as were webgraphic designers and not desktop publishers so i thought maybe you could help,surprise
midnight icecream weather so damn bored,empty
i think that studying has really started taking its toll,boredom
lost all my files since high school,anger
in the university with hungry,happiness
i am so going to see transformers on imax so excited,surprise
rught brb on me ipod if i randomly go off its cos me internet breaks,anger
all good take a rest,love
she lives you were so twitter quiet after the race recovering or celebrating ps fem in your st marathon wow,fun
oh its so beautiful im happy you had a great time heartz,happiness
th february,empty
i like yours too i enjoy your photography,fun
btw downloaded iphone sdk,relief
ahh but sometimes thats the best kind of day lazing around doing very little with a cuppa,relief
healthy wishes i may just start saying that,enthusiasm
the happiest place on earth jadore,surprise
hope you have fun tonight,neutral
happy mothers day to all the mums,love
i chilled in my room with my baby book missed my bro leavin he really is cool had a stripper shirt on said i suppoort single moms funny,happiness
am little bit upset ppl is jerk,worry
try direct message to me here on twitter,neutral
im jealousi need escape lol,enthusiasm
sorry to hear that carol,worry
we in bed now,neutral
extremly deep,surprise
well im expecting you for dinner lol jelly beans for dessert have a good night tephlt,love
happy mothers day to all thee mamas out there,love
while im stuck inside in elk grove village working all day someone should enjoy it,enthusiasm
i have to give up my beloved red sox tickets argh meeting was just scheduled in ca,boredom
told you that when you got rid of the last one did you listen,anger
keep the suggestions comingi love the classics,fun
haha maybe someday i will be your publicist thats what i am going to school for,enthusiasm
happy mothers day to all your moms,neutral
my respect for travis clark has gone down notches,enthusiasm
anyways have a severe headache ryt now i jst love dis cup of tea i made me self its makin the headache go away,love
it shocked d amp i too puts things in a whole new empowering light now doesnt it,surprise
thanks for finding me have a wonderful evening,happiness
yay doctors now interview then back the doctors for blood work,relief
today was fun lt,love
moving in the rain is not fun last day in the hamptons,boredom
i want candy,enthusiasm
what a damn shame all that body to waste,hate
going to jog down to uni quite a way from my family home but exercise and all that,worry
great idea,happiness
selfportrait week would you like to join in,love
now that hugh laurie has mentioned he follows on twitter thousands of idiots think this is him idiots,love
ugh you people and your fancy trips to italy while im slaving away at this computer,neutral
if i wasnt workin in hours id be gettin ratarsed to the point where i couldnt even see let alone stand upthat is how shit i feel,sadness
will be very hard to go back to work this morning straight days at disneyland tends to do that,hate
was just about to try and dl the sims but realize my pc dont meet the standard requirements i need new pc lol,sadness
help i think is crazy funny and cant give him favrd stars please help me get him unblocked from favrd so i can star him,fun
finally done with my project now its am haha goodnights lt,happiness
going to work could use some happy pills,surprise
twpp and no one told me,sadness
that just gave me that sicktomystomach feeling ppl like that dont belong in regular society ever,sadness
youre such a sappy little fellow thanks for all the well wishes ill need them after today i have one more exam,love
shots suuuuck im done no more vacines,hate
apperently ea knows my copy of the sims is not legit and is upset,anger
planning a road trip down to san diego with a detour into vegas to celebrate my birthday too bad its wks away i want to go now,fun
shite night tomorow i get to hang out with my little brother and neice should be sufficient enough to change my mood,enthusiasm
just wanted to say that i lt ur musicboth the scene aesthetic n danger radio hopefully i will get to see u guys day,love
